Data,preco,Mes,ano
17/02/2006,59,16,2,2006
16/02/2006,56,78,2,2006
15/02/2006,57,67,2,2006
14/02/2006,59,66,2,2006
13/02/2006,60,7,2,2006
12/02/2006,60,82,2,2006
11/02/2006,61,64,2,2006
10/02/2006,63,32,2,2006
09/02/2006,60,7,2,2006
08/02/2006,60,82,2,2006
07/02/2006,62,54,2,2006
06/02/2006,63,49,2,2006
05/02/2006,65,64,2,2006
04/02/2006,63,19,2,2006
03/02/2006,65,14,2,2006
02/02/2006,63,49,2,2006
01/02/2006,65,64,2,2006
31/01/2006,64,95,1,2006
30/01/2006,62,93,1,2006
29/01/2006,62,61,1,2006
28/01/2006,63,82,1,2006
27/01/2006,64,56,1,2006
26/01/2006,62,93,1,2006
25/01/2006,62,61,1,2006
24/01/2006,64,92,1,2006
23/01/2006,63,64,1,2006
22/01/2006,63,6,1,2006
21/01/2006,63,22,1,2006
20/01/2006,62,34,1,2006
19/01/2006,63,64,1,2006
18/01/2006,63,6,1,2006
17/01/2006,61,58,1,2006
16/01/2006,62,95,1,2006
15/01/2006,61,54,1,2006
14/01/2006,62,32,1,2006
13/01/2006,62,51,1,2006
12/01/2006,62,95,1,2006
11/01/2006,61,54,1,2006
10/01/2006,62,43,1,2006
09/01/2006,61,68,1,2006
08/01/2006,61,25,1,2006
07/01/2006,61,51,1,2006
06/01/2006,62,43,1,2006
05/01/2006,61,68,1,2006
04/01/2006,61,25,1,2006
03/01/2006,58,34,1,2006
02/01/2006,57,72,1,2006
01/01/2006,56,91,1,2006
30/12/2005,56,54,12,2005
29/12/2005,57,72,12,2005
28/12/2005,56,91,12,2005
27/12/2005,56,28,12,2005
26/12/2005,57,3,12,2005
25/12/2005,56,05,12,2005
24/12/2005,56,08,12,2005
23/12/2005,56,09,12,2005
22/12/2005,57,3,12,2005
21/12/2005,56,05,12,2005
20/12/2005,58,11,12,2005
19/12/2005,59,67,12,2005
18/12/2005,59,59,12,2005
17/12/2005,59,16,12,2005
16/12/2005,57,23,12,2005
15/12/2005,59,67,12,2005
14/12/2005,59,59,12,2005
13/12/2005,57,18,12,2005
12/12/2005,56,26,12,2005
11/12/2005,55,17,12,2005
10/12/2005,55,68,12,2005
09/12/2005,56,05,12,2005
08/12/2005,56,26,12,2005
07/12/2005,55,17,12,2005
06/12/2005,54,91,12,2005
05/12/2005,53,65,12,2005
04/12/2005,53,25,12,2005
03/12/2005,53,24,12,2005
02/12/2005,52,91,12,2005
01/12/2005,53,65,12,2005
30/11/2005,53,25,11,2005
29/11/2005,53,15,11,2005
28/11/2005,53,41,11,2005
27/11/2005,53,73,11,2005
26/11/2005,54,21,11,2005
25/11/2005,53,36,11,2005
24/11/2005,53,41,11,2005
23/11/2005,53,73,11,2005
22/11/2005,52,84,11,2005
21/11/2005,53,8,11,2005
20/11/2005,53,68,11,2005
19/11/2005,54,45,11,2005
18/11/2005,54,1,11,2005
17/11/2005,53,8,11,2005
16/11/2005,53,68,11,2005
15/11/2005,54,3,11,2005
14/11/2005,55,85,11,2005
13/11/2005,57,71,11,2005
12/11/2005,57,89,11,2005
11/11/2005,58,19,11,2005
10/11/2005,55,85,11,2005
09/11/2005,57,71,11,2005
08/11/2005,60,48,11,2005
07/11/2005,59,55,11,2005
06/11/2005,58,53,11,2005
05/11/2005,56,69,11,2005
04/11/2005,58,47,11,2005
03/11/2005,59,55,11,2005
02/11/2005,58,53,11,2005
01/11/2005,59,47,11,2005
31/10/2005,58,1,10,2005
30/10/2005,58,56,10,2005
29/10/2005,58,72,10,2005
28/10/2005,57,64,10,2005
27/10/2005,58,1,10,2005
26/10/2005,58,56,10,2005
25/10/2005,56,94,10,2005
24/10/2005,57,04,10,2005
23/10/2005,58,13,10,2005
22/10/2005,58,85,10,2005
21/10/2005,59,81,10,2005
20/10/2005,57,04,10,2005
19/10/2005,58,13,10,2005
18/10/2005,58,45,10,2005
17/10/2005,59,48,10,2005
16/10/2005,59,91,10,2005
15/10/2005,58,1,10,2005
14/10/2005,57,01,10,2005
13/10/2005,59,48,10,2005
12/10/2005,59,91,10,2005
11/10/2005,57,29,10,2005
10/10/2005,57,2,10,2005
09/10/2005,59,33,10,2005
08/10/2005,59,17,10,2005
07/10/2005,61,64,10,2005
06/10/2005,57,2,10,2005
05/10/2005,59,33,10,2005
04/10/2005,61,7,10,2005
03/10/2005,62,02,10,2005
02/10/2005,62,81,10,2005
01/10/2005,62,56,10,2005
30/09/2005,61,73,9,2005
29/09/2005,62,02,9,2005
28/09/2005,62,81,9,2005
27/09/2005,62,17,9,2005
26/09/2005,64,64,9,2005
25/09/2005,64,31,9,2005
24/09/2005,62,98,9,2005
23/09/2005,64,04,9,2005
22/09/2005,64,64,9,2005
21/09/2005,64,31,9,2005
20/09/2005,60,48,9,2005
19/09/2005,61,9,9,2005
18/09/2005,61,7,9,2005
17/09/2005,61,31,9,2005
16/09/2005,60,69,9,2005
15/09/2005,61,9,9,2005
14/09/2005,61,7,9,2005
13/09/2005,62,62,9,2005
12/09/2005,61,66,9,2005
11/09/2005,63,6,9,2005
10/09/2005,64,16,9,2005
09/09/2005,64,16,9,2005
08/09/2005,61,66,9,2005
07/09/2005,63,6,9,2005
06/09/2005,65,95,9,2005
05/09/2005,66,79,9,2005
04/09/2005,66,8,9,2005
03/09/2005,66,15,9,2005
02/09/2005,64,77,9,2005
01/09/2005,66,79,9,2005
31/08/2005,66,8,8,2005
30/08/2005,66,23,8,2005
29/08/2005,65,88,8,2005
28/08/2005,65,25,8,2005
27/08/2005,65,16,8,2005
26/08/2005,65,87,8,2005
25/08/2005,65,88,8,2005
24/08/2005,65,25,8,2005
23/08/2005,64,21,8,2005
22/08/2005,61,75,8,2005
21/08/2005,63,41,8,2005
20/08/2005,65,1,8,2005
19/08/2005,66,68,8,2005
18/08/2005,61,75,8,2005
17/08/2005,63,41,8,2005
16/08/2005,67,26,8,2005
15/08/2005,65,9,8,2005
14/08/2005,63,77,8,2005
13/08/2005,62,79,8,2005
12/08/2005,62,56,8,2005
11/08/2005,65,9,8,2005
10/08/2005,63,77,8,2005
09/08/2005,60,73,8,2005
08/08/2005,60,62,8,2005
07/08/2005,60,04,8,2005
06/08/2005,60,13,8,2005
05/08/2005,60,56,8,2005
04/08/2005,60,62,8,2005
03/08/2005,60,04,8,2005
02/08/2005,59,77,8,2005
01/08/2005,58,28,8,2005
31/07/2005,58,34,7,2005
30/07/2005,58,58,7,2005
29/07/2005,57,51,7,2005
28/07/2005,58,28,7,2005
27/07/2005,58,34,7,2005
26/07/2005,56,98,7,2005
25/07/2005,55,59,7,2005
24/07/2005,56,39,7,2005
23/07/2005,56,75,7,2005
22/07/2005,56,25,7,2005
21/07/2005,55,59,7,2005
20/07/2005,56,39,7,2005
19/07/2005,56,98,7,2005
18/07/2005,56,79,7,2005
17/07/2005,58,33,7,2005
16/07/2005,58,95,7,2005
15/07/2005,56,1,7,2005
14/07/2005,56,79,7,2005
13/07/2005,58,33,7,2005
12/07/2005,59,7,2005
11/07/2005,57,55,7,2005
10/07/2005,58,38,7,2005
09/07/2005,57,86,7,2005
08/07/2005,57,13,7,2005
07/07/2005,57,55,7,2005
06/07/2005,58,38,7,2005
05/07/2005,56,41,7,2005
04/07/2005,55,36,7,2005
03/07/2005,55,42,7,2005
02/07/2005,57,75,7,2005
01/07/2005,58,5,7,2005
30/06/2005,55,36,6,2005
29/06/2005,55,42,6,2005
28/06/2005,57,21,6,2005
27/06/2005,57,03,6,2005
26/06/2005,56,06,6,2005
25/06/2005,57,36,6,2005
24/06/2005,57,1,6,2005
23/06/2005,57,03,6,2005
22/06/2005,56,06,6,2005
21/06/2005,56,92,6,2005
20/06/2005,54,3,6,2005
19/06/2005,54,12,6,2005
18/06/2005,53,52,6,2005
17/06/2005,52,6,2005
16/06/2005,54,3,6,2005
15/06/2005,54,12,6,2005
14/06/2005,51,98,6,2005
13/06/2005,51,36,6,2005
12/06/2005,51,92,6,2005
11/06/2005,51,62,6,2005
10/06/2005,52,61,6,2005
09/06/2005,51,36,6,2005
08/06/2005,51,92,6,2005
07/06/2005,51,9,6,2005
06/06/2005,51,3,6,2005
05/06/2005,50,46,6,2005
04/06/2005,49,3,6,2005
03/06/2005,49,33,6,2005
02/06/2005,51,3,6,2005
01/06/2005,50,46,6,2005
31/05/2005,49,42,5,2005
30/05/2005,49,71,5,2005
29/05/2005,49,24,5,2005
28/05/2005,47,29,5,2005
27/05/2005,47,28,5,2005
26/05/2005,49,71,5,2005
25/05/2005,49,24,5,2005
24/05/2005,46,91,5,2005
23/05/2005,46,92,5,2005
22/05/2005,47,35,5,2005
21/05/2005,47,31,5,2005
20/05/2005,46,42,5,2005
19/05/2005,46,92,5,2005
18/05/2005,47,35,5,2005
17/05/2005,46,85,5,2005
16/05/2005,47,4,5,2005
15/05/2005,48,91,5,2005
14/05/2005,50,61,5,2005
13/05/2005,49,71,5,2005
12/05/2005,47,4,5,2005
11/05/2005,48,91,5,2005
10/05/2005,49,7,5,2005
09/05/2005,49,81,5,2005
08/05/2005,50,36,5,2005
07/05/2005,49,48,5,2005
06/05/2005,50,89,5,2005
05/05/2005,49,81,5,2005
04/05/2005,50,36,5,2005
03/05/2005,50,61,5,2005
02/05/2005,50,74,5,2005
01/05/2005,51,29,5,2005
30/04/2005,52,47,4,2005
29/04/2005,53,1,4,2005
28/04/2005,50,74,4,2005
27/04/2005,51,29,4,2005
26/04/2005,53,51,4,2005
25/04/2005,51,73,4,2005
24/04/2005,51,53,4,2005
23/04/2005,50,79,4,2005
22/04/2005,48,58,4,2005
21/04/2005,51,73,4,2005
20/04/2005,51,53,4,2005
19/04/2005,49,52,4,2005
18/04/2005,50,21,4,2005
17/04/2005,49,67,4,2005
16/04/2005,51,53,4,2005
15/04/2005,51,21,4,2005
14/04/2005,50,21,4,2005
13/04/2005,49,67,4,2005
12/04/2005,51,83,4,2005
11/04/2005,52,57,4,2005
10/04/2005,54,08,4,2005
09/04/2005,54,53,4,2005
08/04/2005,55,92,4,2005
07/04/2005,52,57,4,2005
06/04/2005,54,08,4,2005
05/04/2005,54,14,4,2005
04/04/2005,53,22,4,2005
03/04/2005,50,63,4,2005
02/04/2005,51,42,4,2005
01/04/2005,51,75,4,2005
31/03/2005,53,22,3,2005
30/03/2005,50,63,3,2005
29/03/2005,51,42,3,2005
28/03/2005,52,35,3,2005
27/03/2005,51,52,3,2005
26/03/2005,55,39,3,2005
25/03/2005,55,79,3,2005
24/03/2005,52,35,3,2005
23/03/2005,51,52,3,2005
22/03/2005,55,97,3,2005
21/03/2005,56,03,3,2005
20/03/2005,54,61,3,2005
19/03/2005,53,97,3,2005
18/03/2005,53,68,3,2005
17/03/2005,56,03,3,2005
16/03/2005,54,61,3,2005
15/03/2005,53,15,3,2005
14/03/2005,53,04,3,2005
13/03/2005,54,11,3,2005
12/03/2005,53,29,3,2005
11/03/2005,51,87,3,2005
10/03/2005,53,04,3,2005
09/03/2005,54,11,3,2005
08/03/2005,52,1,3,2005
07/03/2005,52,89,3,2005
06/03/2005,51,05,3,2005
05/03/2005,50,47,3,2005
04/03/2005,50,13,3,2005
03/03/2005,52,89,3,2005
02/03/2005,51,05,3,2005
01/03/2005,50,05,3,2005
28/02/2005,49,24,2,2005
27/02/2005,48,16,2,2005
26/02/2005,47,6,2,2005
25/02/2005,46,09,2,2005
24/02/2005,49,24,2,2005
23/02/2005,48,16,2,2005
22/02/2005,45,86,2,2005
21/02/2005,45,42,2,2005
20/02/2005,45,42,2,2005
19/02/2005,44,91,2,2005
18/02/2005,44,51,2,2005
17/02/2005,45,42,2,2005
16/02/2005,45,42,2,2005
15/02/2005,44,41,2,2005
14/02/2005,44,04,2,2005
13/02/2005,42,49,2,2005
12/02/2005,42,79,2,2005
11/02/2005,42,7,2,2005
10/02/2005,44,04,2,2005
09/02/2005,42,49,2,2005
08/02/2005,43,26,2,2005
07/02/2005,43,13,2,2005
06/02/2005,44,17,2,2005
05/02/2005,45,12,2,2005
04/02/2005,44,51,2,2005
03/02/2005,43,13,2,2005
02/02/2005,44,17,2,2005
01/02/2005,44,75,2,2005
31/01/2005,46,51,1,2005
30/01/2005,45,94,1,2005
29/01/2005,46,14,1,2005
28/01/2005,45,74,1,2005
27/01/2005,46,51,1,2005
26/01/2005,45,94,1,2005
25/01/2005,45,88,1,2005
24/01/2005,44,06,1,2005
23/01/2005,45,16,1,2005
22/01/2005,45,18,1,2005
21/01/2005,45,1,1,2005
20/01/2005,44,06,1,2005
19/01/2005,45,16,1,2005
18/01/2005,45,26,1,2005
17/01/2005,45,76,1,2005
16/01/2005,43,75,1,2005
15/01/2005,43,45,1,2005
14/01/2005,44,71,1,2005
13/01/2005,45,76,1,2005
12/01/2005,43,75,1,2005
11/01/2005,43,28,1,2005
10/01/2005,43,25,1,2005
09/01/2005,41,1,2005
08/01/2005,40,75,1,2005
07/01/2005,43,28,1,2005
06/01/2005,43,25,1,2005
05/01/2005,41,1,2005
04/01/2005,40,38,1,2005
03/01/2005,39,8,1,2005
02/01/2005,38,93,1,2005
01/01/2005,40,24,1,2005
31/12/2004,39,6,12,2004
30/12/2004,39,8,12,2004
29/12/2004,38,93,12,2004
28/12/2004,39,6,12,2004
27/12/2004,40,29,12,2004
26/12/2004,40,44,12,2004
25/12/2004,42,76,12,2004
24/12/2004,42,67,12,2004
23/12/2004,40,29,12,2004
22/12/2004,40,44,12,2004
21/12/2004,43,06,12,2004
20/12/2004,41,49,12,2004
19/12/2004,41,53,12,2004
18/12/2004,37,03,12,2004
17/12/2004,36,77,12,2004
16/12/2004,41,49,12,2004
15/12/2004,41,53,12,2004
14/12/2004,37,24,12,2004
13/12/2004,38,33,12,2004
12/12/2004,36,9,12,2004
11/12/2004,37,11,12,2004
10/12/2004,38,43,12,2004
09/12/2004,38,33,12,2004
08/12/2004,36,9,12,2004
07/12/2004,38,57,12,2004
06/12/2004,38,49,12,2004
05/12/2004,41,19,12,2004
04/12/2004,44,23,12,2004
03/12/2004,44,05,12,2004
02/12/2004,38,49,12,2004
01/12/2004,41,19,12,2004
30/11/2004,42,87,11,2004
29/11/2004,43,12,11,2004
28/11/2004,42,62,11,2004
27/11/2004,43,03,11,2004
26/11/2004,42,26,11,2004
25/11/2004,43,12,11,2004
24/11/2004,42,62,11,2004
23/11/2004,42,29,11,2004
22/11/2004,40,8,11,2004
21/11/2004,40,27,11,2004
20/11/2004,40,48,11,2004
19/11/2004,39,32,11,2004
18/11/2004,40,8,11,2004
17/11/2004,40,27,11,2004
16/11/2004,41,33,11,2004
15/11/2004,42,22,11,2004
14/11/2004,42,57,11,2004
13/11/2004,43,27,11,2004
12/11/2004,44,78,11,2004
11/11/2004,42,22,11,2004
10/11/2004,42,57,11,2004
09/11/2004,44,37,11,2004
08/11/2004,45,32,11,2004
07/11/2004,46,14,11,2004
06/11/2004,46,25,11,2004
05/11/2004,46,84,11,2004
04/11/2004,45,32,11,2004
03/11/2004,46,14,11,2004
02/11/2004,48,16,11,2004
01/11/2004,48,88,11,2004
31/10/2004,49,99,10,2004
30/10/2004,52,04,10,2004
29/10/2004,51,68,10,2004
28/10/2004,48,88,10,2004
27/10/2004,49,99,10,2004
26/10/2004,52,28,10,2004
25/10/2004,51,06,10,2004
24/10/2004,50,78,10,2004
23/10/2004,49,21,10,2004
22/10/2004,49,16,10,2004
21/10/2004,51,06,10,2004
20/10/2004,50,78,10,2004
19/10/2004,51,02,10,2004
18/10/2004,51,31,10,2004
17/10/2004,50,42,10,2004
16/10/2004,51,28,10,2004
15/10/2004,50,75,10,2004
14/10/2004,51,31,10,2004
13/10/2004,50,42,10,2004
12/10/2004,49,41,10,2004
11/10/2004,48,98,10,2004
10/10/2004,47,95,10,2004
09/10/2004,47,1,10,2004
08/10/2004,46,99,10,2004
07/10/2004,48,98,10,2004
06/10/2004,47,95,10,2004
05/10/2004,46,86,10,2004
04/10/2004,47,76,10,2004
03/10/2004,46,54,10,2004
02/10/2004,47,52,10,2004
01/10/2004,46,87,10,2004
30/09/2004,47,76,9,2004
29/09/2004,46,54,9,2004
28/09/2004,46,13,9,2004
27/09/2004,46,53,9,2004
26/09/2004,45,66,9,2004
25/09/2004,44,56,9,2004
24/09/2004,43,6,9,2004
23/09/2004,46,53,9,2004
22/09/2004,45,66,9,2004
21/09/2004,43,08,9,2004
20/09/2004,40,68,9,2004
19/09/2004,42,03,9,2004
18/09/2004,41,34,9,2004
17/09/2004,40,63,9,2004
16/09/2004,40,68,9,2004
15/09/2004,42,03,9,2004
14/09/2004,41,03,9,2004
13/09/2004,41,45,9,2004
12/09/2004,39,91,9,2004
11/09/2004,40,19,9,2004
10/09/2004,40,4,9,2004
09/09/2004,41,45,9,2004
08/09/2004,39,91,9,2004
07/09/2004,41,07,9,2004
06/09/2004,42,39,9,2004
05/09/2004,40,96,9,2004
04/09/2004,39,8,9,2004
03/09/2004,40,78,9,2004
02/09/2004,42,39,9,2004
01/09/2004,40,96,9,2004
31/08/2004,40,72,8,2004
30/08/2004,40,65,8,2004
29/08/2004,42,39,8,2004
28/08/2004,42,99,8,2004
27/08/2004,44,39,8,2004
26/08/2004,40,65,8,2004
25/08/2004,42,39,8,2004
24/08/2004,45,46,8,2004
23/08/2004,44,84,8,2004
22/08/2004,44,12,8,2004
21/08/2004,44,05,8,2004
20/08/2004,44,35,8,2004
19/08/2004,44,84,8,2004
18/08/2004,44,12,8,2004
17/08/2004,44,13,8,2004
16/08/2004,43,5,8,2004
15/08/2004,42,45,8,2004
14/08/2004,42,5,8,2004
13/08/2004,43,21,8,2004
12/08/2004,43,5,8,2004
11/08/2004,42,45,8,2004
10/08/2004,42,63,8,2004
09/08/2004,42,49,8,2004
08/08/2004,41,75,8,2004
07/08/2004,41,82,8,2004
06/08/2004,41,35,8,2004
05/08/2004,42,49,8,2004
04/08/2004,41,75,8,2004
03/08/2004,41,47,8,2004
02/08/2004,40,93,8,2004
01/08/2004,41,08,8,2004
31/07/2004,40,09,7,2004
30/07/2004,39,75,7,2004
29/07/2004,40,93,7,2004
28/07/2004,41,08,7,2004
27/07/2004,39,59,7,2004
26/07/2004,39,16,7,2004
25/07/2004,38,48,7,2004
24/07/2004,38,96,7,2004
23/07/2004,39,07,7,2004
22/07/2004,39,16,7,2004
21/07/2004,38,48,7,2004
20/07/2004,38,49,7,2004
19/07/2004,38,41,7,2004
18/07/2004,37,51,7,2004
17/07/2004,36,68,7,2004
16/07/2004,37,73,7,2004
15/07/2004,38,41,7,2004
14/07/2004,37,51,7,2004
13/07/2004,37,58,7,2004
12/07/2004,37,13,7,2004
11/07/2004,35,62,7,2004
10/07/2004,36,47,7,2004
09/07/2004,35,73,7,2004
08/07/2004,37,13,7,2004
07/07/2004,35,62,7,2004
06/07/2004,35,36,7,2004
05/07/2004,35,58,7,2004
04/07/2004,33,22,7,2004
03/07/2004,32,61,7,2004
02/07/2004,33,24,7,2004
01/07/2004,35,58,7,2004
30/06/2004,33,22,6,2004
29/06/2004,34,25,6,2004
28/06/2004,34,71,6,2004
27/06/2004,34,81,6,2004
26/06/2004,34,95,6,2004
25/06/2004,34,82,6,2004
24/06/2004,34,71,6,2004
23/06/2004,34,81,6,2004
22/06/2004,35,43,6,2004
21/06/2004,35,58,6,2004
20/06/2004,34,56,6,2004
19/06/2004,34,66,6,2004
18/06/2004,35,22,6,2004
17/06/2004,35,58,6,2004
16/06/2004,34,56,6,2004
15/06/2004,35,23,6,2004
14/06/2004,35,75,6,2004
13/06/2004,34,69,6,2004
12/06/2004,35,47,6,2004
11/06/2004,35,57,6,2004
10/06/2004,35,75,6,2004
09/06/2004,34,69,6,2004
08/06/2004,35,97,6,2004
07/06/2004,36,26,6,2004
06/06/2004,37,99,6,2004
05/06/2004,39,05,6,2004
04/06/2004,37,6,2004
03/06/2004,36,26,6,2004
02/06/2004,37,99,6,2004
01/06/2004,37,6,2004
31/05/2004,37,03,5,2004
30/05/2004,38,05,5,2004
29/05/2004,38,46,5,2004
28/05/2004,39,22,5,2004
27/05/2004,37,03,5,2004
26/05/2004,38,05,5,2004
25/05/2004,37,6,5,2004
24/05/2004,38,89,5,2004
23/05/2004,38,35,5,2004
22/05/2004,38,43,5,2004
21/05/2004,38,88,5,2004
20/05/2004,38,89,5,2004
19/05/2004,38,35,5,2004
18/05/2004,39,04,5,2004
17/05/2004,38,3,5,2004
16/05/2004,37,95,5,2004
15/05/2004,36,97,5,2004
14/05/2004,35,83,5,2004
13/05/2004,38,3,5,2004
12/05/2004,37,95,5,2004
11/05/2004,37,25,5,2004
10/05/2004,37,05,5,2004
09/05/2004,36,58,5,2004
08/05/2004,36,07,5,2004
07/05/2004,34,97,5,2004
06/05/2004,37,05,5,2004
05/05/2004,36,58,5,2004
04/05/2004,35,23,5,2004
03/05/2004,34,66,5,2004
02/05/2004,35,02,5,2004
01/05/2004,34,11,5,2004
30/04/2004,34,18,4,2004
29/04/2004,34,66,4,2004
28/04/2004,35,02,4,2004
27/04/2004,33,78,4,2004
26/04/2004,33,24,4,2004
25/04/2004,33,23,4,2004
24/04/2004,33,56,4,2004
23/04/2004,34,71,4,2004
22/04/2004,33,24,4,2004
21/04/2004,33,23,4,2004
20/04/2004,33,85,4,2004
19/04/2004,33,72,4,2004
18/04/2004,33,54,4,2004
17/04/2004,34,15,4,2004
16/04/2004,34,51,4,2004
15/04/2004,33,72,4,2004
14/04/2004,33,54,4,2004
13/04/2004,34,03,4,2004
12/04/2004,33,98,4,2004
11/04/2004,33,07,4,2004
10/04/2004,31,48,4,2004
09/04/2004,31,17,4,2004
08/04/2004,33,98,4,2004
07/04/2004,33,07,4,2004
06/04/2004,31,19,4,2004
05/04/2004,32,59,4,2004
04/04/2004,32,29,4,2004
03/04/2004,33,04,4,2004
02/04/2004,32,04,4,2004
01/04/2004,32,59,4,2004
31/03/2004,32,29,3,2004
30/03/2004,32,51,3,2004
29/03/2004,33,32,3,2004
28/03/2004,34,14,3,2004
27/03/2004,34,4,3,2004
26/03/2004,33,57,3,2004
25/03/2004,33,32,3,2004
24/03/2004,34,14,3,2004
23/03/2004,34,33,3,2004
22/03/2004,34,43,3,2004
21/03/2004,34,95,3,2004
20/03/2004,34,72,3,2004
19/03/2004,34,39,3,2004
18/03/2004,34,43,3,2004
17/03/2004,34,95,3,2004
16/03/2004,32,76,3,2004
15/03/2004,33,22,3,2004
14/03/2004,32,83,3,2004
13/03/2004,33,72,3,2004
12/03/2004,34,27,3,2004
11/03/2004,33,22,3,2004
10/03/2004,32,83,3,2004
09/03/2004,34,4,3,2004
08/03/2004,33,45,3,2004
07/03/2004,33,32,3,2004
06/03/2004,34,15,3,2004
05/03/2004,33,34,3,2004
04/03/2004,33,45,3,2004
03/03/2004,33,32,3,2004
02/03/2004,32,94,3,2004
01/03/2004,32,45,3,2004
29/02/2004,32,46,2,2004
28/02/2004,31,6,2,2004
27/02/2004,31,89,2,2004
26/02/2004,32,45,2,2004
25/02/2004,32,46,2,2004
24/02/2004,31,22,2,2004
23/02/2004,31,63,2,2004
22/02/2004,31,57,2,2004
21/02/2004,31,43,2,2004
20/02/2004,31,08,2,2004
19/02/2004,31,63,2,2004
18/02/2004,31,57,2,2004
17/02/2004,30,96,2,2004
16/02/2004,30,17,2,2004
15/02/2004,30,33,2,2004
14/02/2004,30,06,2,2004
13/02/2004,29,1,2,2004
12/02/2004,30,17,2,2004
11/02/2004,30,33,2,2004
10/02/2004,29,26,2,2004
09/02/2004,29,02,2,2004
08/02/2004,29,63,2,2004
07/02/2004,30,07,2,2004
06/02/2004,30,3,2,2004
05/02/2004,29,02,2,2004
04/02/2004,29,63,2,2004
03/02/2004,29,53,2,2004
02/02/2004,29,47,2,2004
01/02/2004,30,77,2,2004
31/01/2004,31,05,1,2004
30/01/2004,31,15,1,2004
29/01/2004,29,47,1,2004
28/01/2004,30,77,1,2004
27/01/2004,32,08,1,2004
26/01/2004,31,42,1,2004
25/01/2004,31,95,1,2004
24/01/2004,32,26,1,2004
23/01/2004,31,67,1,2004
22/01/2004,31,42,1,2004
21/01/2004,31,95,1,2004
20/01/2004,31,26,1,2004
19/01/2004,31,43,1,2004
18/01/2004,31,84,1,2004
17/01/2004,32,55,1,2004
16/01/2004,31,41,1,2004
15/01/2004,31,43,1,2004
14/01/2004,31,84,1,2004
13/01/2004,31,91,1,2004
12/01/2004,31,11,1,2004
11/01/2004,30,99,1,2004
10/01/2004,31,2,1,2004
09/01/2004,32,3,1,2004
08/01/2004,31,11,1,2004
07/01/2004,30,99,1,2004
06/01/2004,29,55,1,2004
05/01/2004,32,3,1,2004
04/01/2004,30,3,1,2004
03/01/2004,30,1,1,2004
02/01/2004,29,17,1,2004
31/12/2003,30,3,12,2003
30/12/2003,30,1,12,2003
29/12/2003,29,17,12,2003
28/12/2003,29,45,12,2003
27/12/2003,28,3,12,2003
26/12/2003,28,78,12,2003
24/12/2003,29,45,12,2003
23/12/2003,31,03,12,2003
22/12/2003,30,79,12,2003
21/12/2003,31,01,12,2003
20/12/2003,30,64,12,2003
19/12/2003,30,89,12,2003
18/12/2003,30,79,12,2003
17/12/2003,31,01,12,2003
16/12/2003,30,24,12,2003
15/12/2003,29,79,12,2003
14/12/2003,30,02,12,2003
13/12/2003,30,27,12,2003
12/12/2003,30,52,12,2003
11/12/2003,29,79,12,2003
10/12/2003,30,02,12,2003
09/12/2003,28,87,12,2003
08/12/2003,29,25,12,2003
07/12/2003,29,26,12,2003
06/12/2003,29,1,12,2003
05/12/2003,28,17,12,2003
04/12/2003,29,25,12,2003
03/12/2003,29,26,12,2003
02/12/2003,28,95,12,2003
01/12/2003,28,9,12,2003
30/11/2003,28,23,11,2003
29/11/2003,27,62,11,2003
28/11/2003,27,99,11,2003
27/11/2003,28,9,11,2003
26/11/2003,28,23,11,2003
25/11/2003,29,79,11,2003
24/11/2003,29,88,11,2003
23/11/2003,30,13,11,2003
22/11/2003,29,26,11,2003
21/11/2003,28,98,11,2003
20/11/2003,29,88,11,2003
19/11/2003,30,13,11,2003
18/11/2003,29,78,11,2003
17/11/2003,29,01,11,2003
16/11/2003,28,58,11,2003
15/11/2003,28,88,11,2003
14/11/2003,28,82,11,2003
13/11/2003,29,01,11,2003
12/11/2003,28,58,11,2003
11/11/2003,28,73,11,2003
10/11/2003,28,52,11,2003
09/11/2003,27,9,11,2003
08/11/2003,27,32,11,2003
07/11/2003,27,78,11,2003
06/11/2003,28,52,11,2003
05/11/2003,27,9,11,2003
04/11/2003,27,88,11,2003
03/11/2003,27,47,11,2003
02/11/2003,28,56,11,2003
01/11/2003,28,99,11,2003
31/10/2003,29,38,10,2003
30/10/2003,27,47,10,2003
29/10/2003,28,56,10,2003
28/10/2003,30,01,10,2003
27/10/2003,29,63,10,2003
26/10/2003,29,25,10,2003
25/10/2003,29,61,10,2003
24/10/2003,29,78,10,2003
23/10/2003,29,63,10,2003
22/10/2003,29,25,10,2003
21/10/2003,30,27,10,2003
20/10/2003,31,05,10,2003
19/10/2003,31,23,10,2003
18/10/2003,31,45,10,2003
17/10/2003,31,10,2003
16/10/2003,31,05,10,2003
15/10/2003,31,23,10,2003
14/10/2003,31,13,10,2003
13/10/2003,30,21,10,2003
12/10/2003,28,96,10,2003
11/10/2003,29,35,10,2003
10/10/2003,29,75,10,2003
09/10/2003,30,21,10,2003
08/10/2003,28,96,10,2003
07/10/2003,29,14,10,2003
06/10/2003,28,9,10,2003
05/10/2003,27,98,10,2003
04/10/2003,28,09,10,2003
03/10/2003,27,77,10,2003
02/10/2003,28,9,10,2003
01/10/2003,27,98,10,2003
30/09/2003,27,02,9,2003
29/09/2003,27,04,9,2003
28/09/2003,26,81,9,2003
27/09/2003,25,74,9,2003
26/09/2003,25,82,9,2003
25/09/2003,27,04,9,2003
24/09/2003,26,81,9,2003
